title,url,price,location,year,mileage
BMW serija 3 330xd ///M paket ⭐️NOVO⭐️FULL⭐️8500KM⭐️U PDV-u⭐️,https://www.njuskalo.hr/auti/bmw-serija-3-330xd-m-paket-full-8000km-oglas-50948817,56.900 €,"Sesvete, Kobiljak Objavljen: 24.07.2026.",2025,7.800 km
BMW serija 3 320d LEASING BEZ UČEŠĆA I BEZ JAMACA,https://www.njuskalo.hr/auti/bmw-serija-3-320d-leasing-bez-ucesca-bez-jamaca-oglas-51052487,33.100 €,"Osijek - Okolica, Tenja",2021,115.000 km
BMW serija 3 320d xDrive AUTOMATIK LED COMFORT KAMERA GARANCIJA,https://www.njuskalo.hr/auti/bmw-serija-3-320d-xdrive-automatik-led-comfort-alu-navi-kamera-oglas-48150781,43.900 €,"Dugo Selo, Dugo Selo - Centar",2023,17.000 km
BMW serija 3 330i //SAMO 25.000 km//,https://www.njuskalo.hr/auti/bmw-serija-3-330i-samo-18.000-km-oglas-48878957,41.500 €,"Ernestinovo, Divoš",2024,22.000 km
BMW serija 3 318d,https://www.njuskalo.hr/auti/bmw-serija-3-318d-oglas-50700783,"30.999,99 €","Osijek, Vatrogasno naselje",2022,129.000 km
BMW serija 3 320d automatik,https://www.njuskalo.hr/auti/bmw-serija-3-320d-automatik-oglas-50815396,29.900 €,"Peščenica - Žitnjak, Volovčica",2021,145.000 km
"BMW serija 3 320d M sport paket, Novi redizajnirani model",https://www.njuskalo.hr/auti/bmw-serija-3-320d-m-sport-paket-oglas-50928680,38.200 €,"Fažana, Valbandon",2022,55.000 km
BMW serija 3 330i,https://www.njuskalo.hr/auti/bmw-serija-3-330i-oglas-49154793,45.000 €,"Vidovec, Krkanec",2023,32.000 km
"BMW serija, 2023.g. G20 LCI, reg 5/2027",https://www.njuskalo.hr/auti/bmw-serija-3-318d-oglas-50497471,31.900 €,"Požega, Babin vir",2023,118.000 km
BMW serija 3 330i automatik,https://www.njuskalo.hr/auti/bmw-serija-3-330i-automatik-oglas-47333183,41.500 €,"Vinkovci, Slavija",2024,24.000 km
BMW serija 3 320d xdrive automatik M sport,https://www.njuskalo.hr/auti/bmw-serija-3-320d-xdrive-automatik-m-sport-oglas-48019059,43.999 €,"Konavle, Gruda",2025,27.500 km
BMW serija 3 318i automatik,https://www.njuskalo.hr/auti/bmw-serija-3-318i-automatik-oglas-49324071,25.500 €,"Koprivnica, Cinderišče",2021,112.000 km
BMW serija 3 M340d automatik,https://www.njuskalo.hr/auti/bmw-serija-3-m-340-d-automatik-oglas-48079184,39.500 €,"Stenjevec, Donje Vrapče",2020,206.000 km
BMW serija 3 #M SPORT#U PDV-U#SERVISNA#JAMSTVO#LEASING BEZ UČEŠĆA#,https://www.njuskalo.hr/auti/bmw-serija-3-m-sport-pdv-servisna-jamstvo-leasing-bez-ucesca-oglas-51011969,42.000 €,"Stenjevec, Jankomir",2024,57.400 km
BMW serija 3 318d automatik,https://www.njuskalo.hr/auti/bmw-serija-3-318d-automatik-oglas-50744552,26.400 €,"Novi Zagreb - Istok, Sopot",2021,102.000 km
BMW serija 3 318i,https://www.njuskalo.hr/auti/bmw-serija-3-318i-oglas-51032483,28.950 €,"Maksimir, Maksimir",2024,85.000 km
BMW M340d xDrive•Msport•Novi model•Krovni prozor•Head up•Kamera•340ks,https://www.njuskalo.hr/auti/bmw-serija-3-m340d-oglas-48587468,59.500 €,"Novi Zagreb - Zapad, Lanište Objavljen: 21.07.2026.",2023,35.980 km
BMW serija 3 320d automatik,https://www.njuskalo.hr/auti/bmw-serija-3-320d-automatik-oglas-51026380,33.500 €,"Solin - Okolica, Blaca",2021,45.000 km
BMW serija 3 318d Advantage automatik-LEASING BEZ UČEŠĆA!,https://www.njuskalo.hr/auti/bmw-serija-3-318d-advantage-automatik-oglas-42165104,29.900 €,"Čakovec, Globetka",2021,44.100 km
BMW SERIJA 3 M 320 G 20 D AUTOMATIK 8 F1 XDRIVE  SPORT IZVANA I UNUTRA,https://www.njuskalo.hr/auti/bmw-serija-3-m-320d-automatik-xdrive-ful-m-izvana-unutra-oglas-50532987,32.500 €,"Perušić, Perušić",2021,200.000 km
BMW serija 3 320d LEASING BEZ UČEŠĆA I BEZ JAMACA,https://www.njuskalo.hr/auti/bmw-serija-3-320d-leasing-bez-ucesca-bez-jamaca-oglas-51021899,42.999 €,"Sesvete, Sesvete",2024,49.226 km
"BMW 330d M-Sport, Individual, jamstvo dvije god., već od 457,00€/mj",https://www.njuskalo.hr/auti/bmw-serija-3-330d-m-sport-jamstvo-dvije-god-vec-457.00-mj-oglas-50288313,39.900 €,"Zadar, Gaženica",2020,77.000 km
BMW serija 3 320d automatik,https://www.njuskalo.hr/auti/bmw-serija-3-320d-automatik-oglas-51019790,22.800 €,"Podsused - Vrapče, Vrapče",2021,165.000 km
BMW serija 3 320xdrive automatik,https://www.njuskalo.hr/auti/bmw-serija-3-320xdrive-automatik-oglas-50982168,29.900 €,"Virovitica, Brekinja",2021,151.000 km
BMW serija 3 316d AUTOMATIK ALU NAV 2xPDC EL. PAKET FULL LED GARANCIJA,https://www.njuskalo.hr/auti/bmw-serija-3-316d-automatik-alu-nav-2xpdc-el-paket-full-led-garancija-oglas-50082885,24.900 €,"Dugo Selo, Dugo Selo - Centar",2021,130.000 km
BMW SERIJA 3 330d*SPORT*SHADOW LINE*ŠIBER*VIRTUAL*LED*VELIKA NAVI,https://www.njuskalo.hr/auti/bmw-serija-3-330d-sport-shadow-line-siber-virtual-led-velika-navi-oglas-50581807,23.900 €,"Sesvete, Sesvete",2020,248.000 km
BMW serija 3 320d M-SPORT 28TKM SERVISNA NAVI KAMERA 360 TOP STANJE,https://www.njuskalo.hr/auti/bmw-serija-3-320d-m-28tkm-servisna-navi-kamera-360-top-stanje-oglas-50697057,46.999 €,"Osijek, Retfala",2024,28.000 km
BMW serija 3 318d Lci- aut.,https://www.njuskalo.hr/auti/bmw-serija-3-318d-lci-zadnji-model-oglas-50628753,28.000 €,"Pula, Veli vrh",2022,152.000 km
BMW SERIJA 3 M340i xDrive M,https://www.njuskalo.hr/auti/bmw-serija-3-m340i-xdrive-m-oglas-50978971,44.900 €,,2022,89.681 km
BMW serija 3 320d automatik,https://www.njuskalo.hr/auti/bmw-serija-3-320d-automatik-oglas-50666159,26.000 €,"Slavonski Brod, Centar",2020,161.000 km
BMW serija 3 318i Redizajn LCI,https://www.njuskalo.hr/auti/bmw-serija-3-320i-oglas-50106918,34.800 €,"Novi Zagreb - Zapad, Lučko",2024,18.000 km
BMW serija 3 M340i (2020.) xDrive,https://www.njuskalo.hr/auti/bmw-serija-3-m340i-oglas-49880574,39.500 €,"Hvar, Hvar",2020,180.000 km
BMW serija 3 M340i automatik,https://www.njuskalo.hr/auti/bmw-serija-3-m340i-automatik-oglas-50780511,44.500 €,"Gospić, Centar",2020,135.000 km
BMW serija 3 330d *M SPORT*XDRIVE*FACELIFT*KAMERA*LASER*H/K*HEAD-UP*,https://www.njuskalo.hr/auti/bmw-serija-3-330d-m-sport-xdrive-facelift-kamera-laser-h-k-head-up-oglas-44217258,56.700 €,"Donji Grad, Donji grad Objavljen: 16.07.2026.",2025,13.700 km
BMW serija 3 320d automatik,https://www.njuskalo.hr/auti/bmw-serija-3-320d-automatik-oglas-50841488,34.000 €,"Črnomerec, Črnomerec",2020,109.800 km
BMW serija 3 320d M paket **KEYLESS*STRAŽNJA KAMERA*VIRTUAL*KOŽA**,https://www.njuskalo.hr/auti/bmw-serija-3-320d-m-paket-keyless-straznja-kamera-virtual-koza-oglas-50967985,31.900 €,"Peščenica - Žitnjak, Žitnjak",2022,77.000 km
BMW 330e G20 M-Paket,https://www.njuskalo.hr/auti/bmw-serija-3-330e-automatik-oglas-47145813,22.500 €,"Tuhelj, Tuheljske Toplice",2020,194.000 km
BMW serija 3 330e Xdrive,https://www.njuskalo.hr/auti/bmw-serija-3-330e-xdrive-oglas-50666639,39.500 €,"Varaždin, Centar",2023,42.000 km
BMW serija 3 320d AUTOMATIK VIRTUAL 140kW NAV 2xPDC KAMERA FULL LED,https://www.njuskalo.hr/auti/bmw-serija-3-320d-automatik-sport-140kw-nav-2xpdc-kamera-full-led-gar-oglas-50049734,28.900 €,"Dugo Selo, Dugo Selo - Centar",2021,96.000 km
"BMW serija 3 330d M-paket, Laser, Navi 360 kamera, Servisna",https://www.njuskalo.hr/auti/bmw-serija-3-330d-m-paket-laser-navi-360-kamera-servisna-oglas-50821798,46.600 €,"Osijek, Cvjetno naselje",2021,92.000 km
BMW serija 3 320d M-Sport,https://www.njuskalo.hr/auti/bmw-serija-3-320d-m-sport-oglas-50987894,32.800 €,"Čakovec, Centar",2021,128.813 km
BMW 330e ///M SPORT INDIVIDUAL #292KS #LASER #U SUSTAVU PDV-a,https://www.njuskalo.hr/auti/bmw-serija-3-330e-automatik-oglas-49789598,35.500 €,"Stenjevec, Stenjevec",2020,113.000 km
BMW serija 3  automatik,https://www.njuskalo.hr/auti/bmw-serija-3-automatik-oglas-49484980,26.800 €,"Slavonski Brod, Naselje Zrinski-Frankopana",2021,82.000 km
BMW serija 3 318d automatik,https://www.njuskalo.hr/auti/bmw-serija-3-318d-automatik-oglas-50979020,23.700 €,"Donja Dubrava, Donja Dubrava",2020,95.000 km
BMW serija 3 330e xDrive M-Sport | SERVISNA | HI-FI | LEASING,https://www.njuskalo.hr/auti/bmw-serija-3-330e-xdrive-m-sport-bmw-garancija-leasing-bez-ucesca-oglas-47347654,31.990 €,"Stenjevec, Jankomir",2020,110.000 km
BMW serija 3 320d xDrive Touring M-Sport NIJE UVOZ - GARANCIJA - PDV,https://www.njuskalo.hr/auti/bmw-serija-3-320d-oglas-47330390,42.490 €,"Stenjevec, Jankomir",2023,25.000 km
BMW serija 3 330e xDrive M-Sport | SERVISNA | HI-FI | LEASING,https://www.njuskalo.hr/auti/bmw-serija-3-330e-xdrive-m-sport-bmw-premium-selection-garancija-oglas-43201114,31.990 €,"Stenjevec, Jankomir",2020,110.000 km
BMW g 20  330e 292ks M paket,https://www.njuskalo.hr/auti/bmw-serija-3-330e-oglas-50658590,29.000 €,"Đurmanec, Hromec",2020,105.000 km
BMW serija 3 M-Paket/XDRIVE/HUD/KROVNI PROZOR/KAMERA/FULL/TOP STANJE!,https://www.njuskalo.hr/auti/bmw-serija-3-m-paket-xdrive-hud-krovni-prozor-kamera-full-top-stanje-oglas-48057605,36.990 €,"Donja Stubica, Donja Stubica",2021,69.000 km
BMW SERIJA 3 318d,https://www.njuskalo.hr/auti/bmw-serija-3-318d-oglas-50735849,19.900 €,,2022,209.542 km
BMW SERIJA 3 xDrive M SPORT,https://www.njuskalo.hr/auti/bmw-serija-3-xdrive-m-sport-oglas-48608752,43.900 €,,2024,68.212 km
BMW SERIJA 3 320i,https://www.njuskalo.hr/auti/bmw-serija-3-320i-oglas-50521176,26.900 €,,2022,165.997 km
BMW SERIJA 3 320d xDrive M SPORT,https://www.njuskalo.hr/auti/bmw-serija-3-320d-xdrive-m-sport-oglas-50906687,44.900 €,,2024,53.479 km
BMW SERIJA 3 320d xDrive,https://www.njuskalo.hr/auti/bmw-serija-3-320d-xdrive-oglas-50906696,38.900 €,,2024,34.167 km
BMW serija 3 320d automatik **Jedinstven atraktivan** Vrijedi pogledat,https://www.njuskalo.hr/auti/bmw-serija-3-320d-automatik-oglas-50925945,26.999 €,"Donja Dubrava, Donja Dubrava",2020,167.775 km
BMW serija 3 320d automatik,https://www.njuskalo.hr/auti/bmw-serija-3-320d-automatik-oglas-50931869,33.000 €,"Solin, Bilankuša",2020,84.478 km
BMW serija 3 320d automatik,https://www.njuskalo.hr/auti/bmw-serija-3-320d-automatik-oglas-47531591,34.500 €,"Pula, Veruda",2021,53.000 km
BMW serija 3 320d Xdrive M Sport Automatik,https://www.njuskalo.hr/auti/bmw-serija-3-320d-xdrive-m-sport-oglas-39000187,32.400 €,"Opatija, Opatija - Centar",2020,92.000 km
"BMW serija 3 320d, M sport oprema, zadnji pogon, HR vozilo, 1. vlasnik",https://www.njuskalo.hr/auti/bmw-serija-3-320d-oglas-50746489,31.999 €,"Novi Zagreb - Istok, Buzin",2022,122.000 km
