title,url,price,location,year,mileage
Porsche Macan * DEMO VOZILO *,https://www.njuskalo.hr/auti/porsche-macan-demo-vozilo-oglas-51045133,99.900 €,"Rijeka, Škurinje Objavljen: 29.07.2026.",2026,750 km
"⭐ Porsche Macan S, 3.0 V6 TDI PDK,ALU 20"",ZRAK,LED..⭐",https://www.njuskalo.hr/auti/porsche-macan-3.0d-v6-alu-20-zrak-led-oglas-50771084,29.900 €,"Vukovar, Centar",2015,208.500 km
Porsche Macan S | 350KS | LED | 360KAM | MEMORIJA | BOSE | KOŽA | 21',https://www.njuskalo.hr/auti/porsche-macan-350ks-led-360kam-memorija-bose-koza-21-oglas-51078921,54.190 €,Njemačka Objavljen: 28.07.2026.,2020,123.500 km
Porsche Macan 4x4,https://www.njuskalo.hr/auti/porsche-macan-4x4-oglas-51040800,75.000 €,"Varaždin, Centar Objavljen: 28.07.2026.",2023,29.000 km
Porsche Macan GTS  --2020.g.--30.278km--,https://www.njuskalo.hr/auti/porsche-macan-gts-2020-g-29-500km-oglas-45415320,82.900 €,"Sesvete, Kobiljak Objavljen: 28.07.2026.",2020,30.278 km
Porsche Macan S  - Sport Chrono - 2020.g.- 65.000km -,https://www.njuskalo.hr/auti/porsche-macan-sport-chrono-2020-g-65.000km-oglas-49584632,62.500 €,"Sesvete, Kobiljak Objavljen: 28.07.2026.",2020,65.000 km
Porsche Macan | 245KS | LED | NAVI | KAMERA | KOŽA | MEMORIJA | BOSE,https://www.njuskalo.hr/auti/porsche-macan-245ks-led-navi-kamera-koza-memorija-bose-oglas-51077263,55.490 €,Njemačka Objavljen: 28.07.2026.,2021,92.240 km
Porsche Macan T 2023 – PDV / Porsche Approved / leasing / TOP stanje,https://www.njuskalo.hr/auti/porsche-macan-t-oglas-50447015,72.900 €,"Virovitica, Antunovac Objavljen: 28.07.2026.",2023,47.000 km
"Porsche Macan 3,0 V6 PDK automatik",https://www.njuskalo.hr/auti/porsche-macan-3.0-v6-pdk-automatik-oglas-49968147,35.000 €,"Kaštela, Kaštel Lukšić",2016,175.000 km
"Porsche Macan S - 3,0 V6 PDK, CarPlay, Spyder 20”, u sustavu PDV-a",https://www.njuskalo.hr/auti/porsche-macan-3.0-v6-pdk-20-sustavu-pdv-a-oglas-50355290,56.800 €,"Velika Gorica, Pleso Objavljen: 27.07.2026.",2019,75.000 km
"Porsche Macan GTS 3,0 V6 | 360KS | SPORT CHRONO | KOŽA | KAMERA",https://www.njuskalo.hr/auti/porsche-macan-gts-3.0-v6-360ks-sport-chrono-koza-kamera-oglas-51070719,44.450 €,Njemačka,2018,112.880 km
Porsche Macan,https://www.njuskalo.hr/auti/porsche-macan-oglas-51063100,67.000 €,"Zadar, Borik Objavljen: 26.07.2026.",2022,79.000 km
Porsche Macan Alcantara Panorama,https://www.njuskalo.hr/auti/porsche-macan-alcantara-panorama-oglas-31178980,43.000 €,Njemačka,2018,38.381 km
"Porsche Macan S 3,0 V6 Panorama Alu 21""",https://www.njuskalo.hr/auti/porsche-macan-3.0-v6-panorama-alu-21-oglas-31178992,44.900 €,Njemačka,2017,30.810 km
"Porsche Macan 3,0 V6 PDK",https://www.njuskalo.hr/auti/porsche-macan-3.0-v6-pdk-oglas-30366201,36.890 €,Njemačka,2014,109.800 km
"Porsche Macan 3,0 V6 PDK",https://www.njuskalo.hr/auti/porsche-macan-3.0-v6-pdk-oglas-50300770,29.999 €,"Sveti Ivan Zelina, Goričica",2015,210.000 km
"Porsche Macan 3,0 V6 PDK automatik",https://www.njuskalo.hr/auti/porsche-macan-3.0-v6-pdk-automatik-oglas-50035102,46.000 €,"Maksimir, Donji Bukovac",2017,126.000 km
"Porsche Macan S 3,0 V6 PDK diesel PRVI VLASNIK servisna",https://www.njuskalo.hr/auti/porsche-macan-3.0-v6-pdk-diesel-prvi-vlasnik-servisna-oglas-50637028,29.250 €,"Stenjevec, Donje Vrapče",2015,190.000 km
Porsche Macan  - Slovensko vozilo,https://www.njuskalo.hr/auti/porsche-macan-slovensko-vozilo-oglas-50911998,44.990 €,Slovenija,2019,85.000 km
Porsche Macan 2.0⭐️AWD⭐️PANO⭐️CRVENA KOŽA⭐️KAMERA⭐️LEASING⭐️,https://www.njuskalo.hr/auti/porsche-macan-2.0-awd-pano-ttw-shz-oglas-50908962,59.900 €,"Koprivnica, Banovac Objavljen: 24.07.2026.",2021,57.390 km
Porsche Macan | 250KS | ZRAČNI OVJES | KAMERA | NAVI | KOŽA,https://www.njuskalo.hr/auti/porsche-macan-250ks-zracni-ovjes-kamera-navi-koza-oglas-51050360,39.850 €,Njemačka,2018,117.000 km
Porsche Macan S- PORSCHE APPROVED (CHRONO),https://www.njuskalo.hr/auti/porsche-macan-porsche-approved-chrono-oglas-44465213,37.999 €,"Kaštela, Kaštel Stari",2016,185.600 km
Porsche Macan S 3.0 1.vlastnik automatik SLOVENIJA,https://www.njuskalo.hr/auti/porsche-macan-3.0-1-vlastnik-automatik-slovenija-oglas-51045950,49.900 €,Slovenija,2022,131.000 km
"Porsche Macan S 3,0 V6 PDK",https://www.njuskalo.hr/auti/porsche-macan-3.0-v6-pdk-oglas-48932557,29.999 €,"Maksimir, Maksimir",2014,186.000 km
"Porsche Macan 3,0 V6 PDK mod.2015 - 156 TKM/ PANORAMA/ KOŽA/ PDC",https://www.njuskalo.hr/auti/porsche-macan-3.0-v6-pdk-mod-2015-156-tkm-panorama-koza-pdc-oglas-50635480,35.850 €,"Slavonski Brod, Šestinac",2015,156.000 km
Porsche Macan S 3.0 V6 | HR VOZILO - 24MJ JAMSTVA | PDV,https://www.njuskalo.hr/auti/porsche-macan-3.0-v6-hr-vozilo-24mj-jamstva-pdv-oglas-50784992,48.999 €,,2019,79.441 km
Porsche Macan Turbo automatik,https://www.njuskalo.hr/auti/porsche-macan-turbo-automatik-oglas-51032524,44.400 €,"Opatija - Okolica, Dobreć",2017,168.115 km
Porsche Macan Electro automatik,https://www.njuskalo.hr/auti/porsche-macan-electro-automatik-oglas-50586888,79.990 €,"Čakovec, Globetka Objavljen: 20.07.2026.",2025,5.728 km
"Porsche Macan S 3,0 V6 PDK",https://www.njuskalo.hr/auti/porsche-macan-3.0-v6-pdk-oglas-51025680,32.000 €,"Podsused - Vrapče, Perjavica",2015,200.000 km
PORSCHE MACAN - 2018 GOD - REDIZAJN - BOSE OZVUČENJE - TOP STANJE!,https://www.njuskalo.hr/auti/porsche-macan-2018-god-redizajn-bose-ozvucenje-top-stanje-oglas-49504137,39.990 €,"Varaždin, Centar",2018,230.000 km
Porsche Macan S Diesel 3.0V6 PDK ''CARBON EDITION'',https://www.njuskalo.hr/auti/porsche-macan-diesel-3.0v6-pdk-carbon-edition-oglas-48032566,37.890 €,"Podsused - Vrapče, Dolec",2014,100.099 km
"Porsche Macan GTS 3,0 V6|1. VL|PANO|ZRAK|14-WAY|2 GOD JAMST|RATA 599 €",https://www.njuskalo.hr/auti/porsche-macan-gts-3.0-v6-1-vl-pano-zrak-14-way-2-god-jamst-rata-650-oglas-50463925,40.900 €,"Donja Dubrava, Retkovec",2017,214.900 km
"Porsche Macan 2, HR. vozilo, 1 VL., PDV …",https://www.njuskalo.hr/auti/porsche-macan-oglas-50508680,54.900 €,"Rijeka, Krnjevo Objavljen: 16.07.2026.",2021,78.335 km
Porsche Macan T,https://www.njuskalo.hr/auti/porsche-macan-t-oglas-50628270,61.998 €,"Split, Duilovo Objavljen: 16.07.2026.",2022,65.500 km
Porsche Macan 2.0 PDK |Panorama|Kamera|Tempomat|Memory|Gretje|,https://www.njuskalo.hr/auti/porsche-macan-2.0-pdk-panorama-kamera-tempomat-memory-gretje-oglas-50996025,45.990 €,Slovenija,2020,49.850 km
"Porsche Macan 2,0 PDK *NAPRAVLJEN VELIKI SERVIS*PRILIKA*AKCIJA",https://www.njuskalo.hr/auti/porsche-macan-2.0-pdk-napravljen-veliki-servis-oglas-50891867,29.999 €,"Dugi Rat, Dugi Rat",2016,139.950 km
